Event,ParticleID,px,py,pz,E,vx,vy,vz
132,22,-3.0514153562722704e-02,-1.2758912973146633e-01,9.9991394579937083e+00,1.0000000000000000e+01,0,0,0
133,22,-6.2812970332830995e-02,-3.9118457194910146e-02,9.9997262101051874e+00,1.0000000000000000e+01,0,0,0
134,22,1.4622126555312040e-01,1.1919962403794269e-01,9.9982203812043107e+00,1.0000000000000000e+01,0,0,0
135,22,8.0145892971846787e-03,8.8089737203893223e-02,9.9996087905756461e+00,1.0000000000000000e+01,0,0,0
136,22,-7.8607397960064634e-02,4.0078392131597425e-02,9.9996107223966533e+00,1.0000000000000000e+01,0,0,0
137,22,-4.4811919146020340e-02,8.6409171401902699e-02,9.9995262561283411e+00,1.0000000000000000e+01,0,0,0
138,22,-2.9457181067048178e-02,-1.2758612319075557e-01,9.9991426660315597e+00,1.0000000000000000e+01,0,0,0
139,22,-2.4190162451003423e-02,-6.2707053619073860e-02,9.9997741305224999e+00,1.0000000000000000e+01,0,0,0
140,22,-1.4379559543850238e-02,8.2820714415252059e-02,9.9996466916352134e+00,1.0000000000000000e+01,0,0,0
141,22,3.5911407570440944e-02,-8.3034755491416840e-02,9.9995907716359476e+00,1.0000000000000000e+01,0,0,0
142,22,-8.7361286651779418e-02,-2.6958767745938618e-02,9.9995820527878152e+00,1.0000000000000000e+01,0,0,0
143,22,-1.0926421922767771e-01,3.0375932276674084e-02,9.9993569109785696e+00,1.0000000000000000e+01,0,0,0
144,22,1.4299300417935962e-01,-5.7950477236084832e-02,9.9988096663024777e+00,1.0000000000000000e+01,0,0,0
145,22,-1.6381452542966626e-01,-3.0449165005143275e-02,9.9986117861235488e+00,1.0000000000000000e+01,0,0,0
146,22,-9.4565109451088605e-03,-5.7096710885365214e-02,9.9998325255979577e+00,1.0000000000000000e+01,0,0,0
147,22,-2.1860802180472556e-02,1.6799554510980799e-01,9.9985648771286826e+00,1.0000000000000000e+01,0,0,0
148,22,1.6842614876876935e-01,4.4762255007088643e-02,9.9984813333294582e+00,1.0000000000000000e+01,0,0,0
149,22,6.2212282175076114e-02,-4.8456243806140838e-02,9.9996890763854633e+00,1.0000000000000000e+01,0,0,0
150,22,7.9913047265252057e-02,-1.8316269584916775e-01,9.9980030671992708e+00,1.0000000000000000e+01,0,0,0
151,22,1.3504257142562612e-01,-2.0462229516621206e-02,9.9990671965471840e+00,1.0000000000000000e+01,0,0,0
152,22,-9.4377535322689499e-02,-5.3417417000016933e-02,9.9994119557295704e+00,1.0000000000000000e+01,0,0,0
153,22,3.8111764880355671e-03,1.1423394917903040e-01,9.9993467826547917e+00,1.0000000000000000e+01,0,0,0
154,22,2.9873066832533469e-02,-9.7328369582928814e-02,9.9994817259872200e+00,1.0000000000000000e+01,0,0,0
155,22,-9.1606281399486233e-02,-4.8968630104917935e-02,9.9994605035708712e+00,1.0000000000000000e+01,0,0,0
156,22,1.1041894057620204e-01,5.2662411521067355e-02,9.9992516884002285e+00,1.0000000000000000e+01,0,0,0
157,22,8.4784990302785829e-02,1.6161740382905709e-01,9.9983344273033250e+00,1.0000000000000000e+01,0,0,0
158,22,2.4838126707759666e-03,-1.1766424626826635e-01,9.9993074238081476e+00,1.0000000000000000e+01,0,0,0
159,22,-1.6639218976726686e-01,-2.5810028378093451e-02,9.9985822735835690e+00,1.0000000000000000e+01,0,0,0
160,22,-1.0140472977904776e-01,1.7156618960059364e-01,9.9980139089403348e+00,1.0000000000000000e+01,0,0,0
161,22,-6.5281350858142545e-02,1.5204367888149006e-01,9.9986309595335250e+00,1.0000000000000000e+01,0,0,0
162,22,1.0272425185724526e-01,1.5664726219558650e-03,9.9994722497861801e+00,1.0000000000000000e+01,0,0,0
